COMMUNITY,STATION_NAME,STARTDATE,TOTAL_BIKES
Armour Square,Normal Ave & Archer Ave,2013-08-16,2
Armour Square,Normal Ave & Archer Ave,2013-08-17,2
Armour Square,Normal Ave & Archer Ave,2013-08-18,5
Armour Square,Normal Ave & Archer Ave,2013-08-19,2
Armour Square,Normal Ave & Archer Ave,2013-08-20,6
Armour Square,Normal Ave & Archer Ave,2013-08-21,9
Armour Square,Normal Ave & Archer Ave,2013-08-23,1
Armour Square,Normal Ave & Archer Ave,2013-08-24,3
Armour Square,Normal Ave & Archer Ave,2013-08-25,8
Armour Square,Normal Ave & Archer Ave,2013-08-26,2
Armour Square,Normal Ave & Archer Ave,2013-08-27,4
Armour Square,Normal Ave & Archer Ave,2013-08-28,2
Armour Square,Normal Ave & Archer Ave,2013-08-29,5
Armour Square,Normal Ave & Archer Ave,2013-08-30,4
Armour Square,Normal Ave & Archer Ave,2013-08-31,4
Armour Square,Normal Ave & Archer Ave,2013-09-01,4
Armour Square,Normal Ave & Archer Ave,2013-09-02,8
Armour Square,Normal Ave & Archer Ave,2013-09-03,4
Armour Square,Normal Ave & Archer Ave,2013-09-04,4
Armour Square,Normal Ave & Archer Ave,2013-09-05,2
Armour Square,Normal Ave & Archer Ave,2013-09-06,2
Armour Square,Normal Ave & Archer Ave,2013-09-07,1
Armour Square,Normal Ave & Archer Ave,2013-09-08,10
Armour Square,Normal Ave & Archer Ave,2013-09-09,3
Armour Square,Normal Ave & Archer Ave,2013-09-10,6
Armour Square,Normal Ave & Archer Ave,2013-09-11,3
Armour Square,Normal Ave & Archer Ave,2013-09-12,4
Armour Square,Normal Ave & Archer Ave,2013-09-13,4
Armour Square,Normal Ave & Archer Ave,2013-09-14,4
Armour Square,Normal Ave & Archer Ave,2013-09-15,2
Armour Square,Normal Ave & Archer Ave,2013-09-16,9
Armour Square,Normal Ave & Archer Ave,2013-09-17,4
Armour Square,Normal Ave & Archer Ave,2013-09-18,2
Armour Square,Normal Ave & Archer Ave,2013-09-19,6
Armour Square,Normal Ave & Archer Ave,2013-09-20,2
Armour Square,Normal Ave & Archer Ave,2013-09-21,5
Armour Square,Normal Ave & Archer Ave,2013-09-22,2
Armour Square,Normal Ave & Archer Ave,2013-09-23,2
Armour Square,Normal Ave & Archer Ave,2013-09-24,5
Armour Square,Normal Ave & Archer Ave,2013-09-25,4
Armour Square,Normal Ave & Archer Ave,2013-09-26,4
Armour Square,Normal Ave & Archer Ave,2013-09-27,5
Armour Square,Normal Ave & Archer Ave,2013-09-28,5
Armour Square,Normal Ave & Archer Ave,2013-09-29,4
Armour Square,Normal Ave & Archer Ave,2013-09-30,2
Armour Square,Normal Ave & Archer Ave,2013-10-01,8
Armour Square,Normal Ave & Archer Ave,2013-10-02,7
Armour Square,Normal Ave & Archer Ave,2013-10-03,4
Armour Square,Normal Ave & Archer Ave,2013-10-04,11
Armour Square,Normal Ave & Archer Ave,2013-10-05,4
Armour Square,Normal Ave & Archer Ave,2013-10-06,5
Armour Square,Normal Ave & Archer Ave,2013-10-07,6
Armour Square,Normal Ave & Archer Ave,2013-10-08,5
Armour Square,Normal Ave & Archer Ave,2013-10-09,4
Armour Square,Normal Ave & Archer Ave,2013-10-10,7
Armour Square,Normal Ave & Archer Ave,2013-10-11,6
Armour Square,Normal Ave & Archer Ave,2013-10-12,3
Armour Square,Normal Ave & Archer Ave,2013-10-13,2
Armour Square,Normal Ave & Archer Ave,2013-10-14,4
Armour Square,Normal Ave & Archer Ave,2013-10-15,2
Armour Square,Normal Ave & Archer Ave,2013-10-16,4
Armour Square,Normal Ave & Archer Ave,2013-10-17,1
Armour Square,Normal Ave & Archer Ave,2013-10-18,4
Armour Square,Normal Ave & Archer Ave,2013-10-19,5
Armour Square,Normal Ave & Archer Ave,2013-10-20,4
Armour Square,Normal Ave & Archer Ave,2013-10-21,5
Armour Square,Normal Ave & Archer Ave,2013-10-22,3
Armour Square,Normal Ave & Archer Ave,2013-10-23,5
Armour Square,Normal Ave & Archer Ave,2013-10-24,5
Armour Square,Normal Ave & Archer Ave,2013-10-25,6
Armour Square,Normal Ave & Archer Ave,2013-10-26,3
Armour Square,Normal Ave & Archer Ave,2013-10-27,1
Armour Square,Normal Ave & Archer Ave,2013-10-28,2
Armour Square,Normal Ave & Archer Ave,2013-10-29,4
Armour Square,Normal Ave & Archer Ave,2013-10-30,3
Armour Square,Normal Ave & Archer Ave,2013-10-31,1
Armour Square,Normal Ave & Archer Ave,2013-11-01,2
Armour Square,Normal Ave & Archer Ave,2013-11-02,3
Armour Square,Normal Ave & Archer Ave,2013-11-03,1
Armour Square,Normal Ave & Archer Ave,2013-11-04,4
Armour Square,Normal Ave & Archer Ave,2013-11-05,3
Armour Square,Normal Ave & Archer Ave,2013-11-06,2
Armour Square,Normal Ave & Archer Ave,2013-11-07,2
Armour Square,Normal Ave & Archer Ave,2013-11-08,4
Armour Square,Normal Ave & Archer Ave,2013-11-09,3
Armour Square,Normal Ave & Archer Ave,2013-11-10,1
Armour Square,Normal Ave & Archer Ave,2013-11-11,5
Armour Square,Normal Ave & Archer Ave,2013-11-12,4
Armour Square,Normal Ave & Archer Ave,2013-11-13,3
Armour Square,Normal Ave & Archer Ave,2013-11-14,2
Armour Square,Normal Ave & Archer Ave,2013-11-15,2
Armour Square,Normal Ave & Archer Ave,2013-11-16,2
Armour Square,Normal Ave & Archer Ave,2013-11-17,2
Armour Square,Normal Ave & Archer Ave,2013-11-18,3
Armour Square,Normal Ave & Archer Ave,2013-11-19,5
Armour Square,Normal Ave & Archer Ave,2013-11-20,3
Armour Square,Normal Ave & Archer Ave,2013-11-21,3
Armour Square,Normal Ave & Archer Ave,2013-11-22,4
Armour Square,Normal Ave & Archer Ave,2013-11-23,1
Armour Square,Normal Ave & Archer Ave,2013-11-24,2
Armour Square,Normal Ave & Archer Ave,2013-11-25,3
Armour Square,Normal Ave & Archer Ave,2013-11-26,5
Armour Square,Normal Ave & Archer Ave,2013-11-27,3
Armour Square,Normal Ave & Archer Ave,2013-11-30,5
Armour Square,Normal Ave & Archer Ave,2013-12-01,3
Armour Square,Normal Ave & Archer Ave,2013-12-02,3
Armour Square,Normal Ave & Archer Ave,2013-12-03,4
Armour Square,Normal Ave & Archer Ave,2013-12-04,4
Armour Square,Normal Ave & Archer Ave,2013-12-05,4
Armour Square,Normal Ave & Archer Ave,2013-12-06,1
Armour Square,Normal Ave & Archer Ave,2013-12-09,1
Armour Square,Normal Ave & Archer Ave,2013-12-10,2
Armour Square,Normal Ave & Archer Ave,2013-12-19,2
Armour Square,Normal Ave & Archer Ave,2013-12-21,2
Armour Square,Normal Ave & Archer Ave,2013-12-22,1
Armour Square,Normal Ave & Archer Ave,2013-12-26,1
Armour Square,Wells St & 19th St,2013-08-23,8
Armour Square,Wells St & 19th St,2013-08-24,19
Armour Square,Wells St & 19th St,2013-08-25,10
Armour Square,Wells St & 19th St,2013-08-26,7
Armour Square,Wells St & 19th St,2013-08-27,1
Armour Square,Wells St & 19th St,2013-08-28,3
Armour Square,Wells St & 19th St,2013-08-29,3
Armour Square,Wells St & 19th St,2013-08-30,3
Armour Square,Wells St & 19th St,2013-08-31,7
Armour Square,Wells St & 19th St,2013-09-01,16
Armour Square,Wells St & 19th St,2013-09-02,10
Armour Square,Wells St & 19th St,2013-09-03,6
Armour Square,Wells St & 19th St,2013-09-04,11
Armour Square,Wells St & 19th St,2013-09-05,9
Armour Square,Wells St & 19th St,2013-09-06,5
Armour Square,Wells St & 19th St,2013-09-07,11
Armour Square,Wells St & 19th St,2013-09-08,5
Armour Square,Wells St & 19th St,2013-09-09,4
Armour Square,Wells St & 19th St,2013-09-10,1
Armour Square,Wells St & 19th St,2013-09-11,1
Armour Square,Wells St & 19th St,2013-09-12,6
Armour Square,Wells St & 19th St,2013-09-13,2
Armour Square,Wells St & 19th St,2013-09-14,15
Armour Square,Wells St & 19th St,2013-09-15,1
Armour Square,Wells St & 19th St,2013-09-16,4
Armour Square,Wells St & 19th St,2013-09-17,4
Armour Square,Wells St & 19th St,2013-09-18,2
Armour Square,Wells St & 19th St,2013-09-20,2
Armour Square,Wells St & 19th St,2013-09-21,12
Armour Square,Wells St & 19th St,2013-09-22,3
Armour Square,Wells St & 19th St,2013-09-23,1
Armour Square,Wells St & 19th St,2013-09-24,3
Armour Square,Wells St & 19th St,2013-09-25,2
Armour Square,Wells St & 19th St,2013-09-26,7
Armour Square,Wells St & 19th St,2013-09-27,2
Armour Square,Wells St & 19th St,2013-09-28,12
Armour Square,Wells St & 19th St,2013-09-29,9
Armour Square,Wells St & 19th St,2013-09-30,5
Armour Square,Wells St & 19th St,2013-10-01,6
Armour Square,Wells St & 19th St,2013-10-02,3
Armour Square,Wells St & 19th St,2013-10-04,5
Armour Square,Wells St & 19th St,2013-10-05,5
Armour Square,Wells St & 19th St,2013-10-06,4
Armour Square,Wells St & 19th St,2013-10-07,2
Armour Square,Wells St & 19th St,2013-10-08,1
Armour Square,Wells St & 19th St,2013-10-10,5
Armour Square,Wells St & 19th St,2013-10-11,2
Armour Square,Wells St & 19th St,2013-10-12,11
Armour Square,Wells St & 19th St,2013-10-13,12
Armour Square,Wells St & 19th St,2013-10-14,9
Armour Square,Wells St & 19th St,2013-10-17,2
Armour Square,Wells St & 19th St,2013-10-18,1
Armour Square,Wells St & 19th St,2013-10-19,6
Armour Square,Wells St & 19th St,2013-10-20,3
Armour Square,Wells St & 19th St,2013-10-21,3
Armour Square,Wells St & 19th St,2013-10-22,1
Armour Square,Wells St & 19th St,2013-10-24,1
Armour Square,Wells St & 19th St,2013-10-25,1
Armour Square,Wells St & 19th St,2013-10-26,2
Armour Square,Wells St & 19th St,2013-10-27,3
Armour Square,Wells St & 19th St,2013-10-28,2
Armour Square,Wells St & 19th St,2013-10-30,2
Armour Square,Wells St & 19th St,2013-11-01,1
Armour Square,Wells St & 19th St,2013-11-02,2
Armour Square,Wells St & 19th St,2013-11-03,6
Armour Square,Wells St & 19th St,2013-11-04,1
Armour Square,Wells St & 19th St,2013-11-05,3
Armour Square,Wells St & 19th St,2013-11-07,1
Armour Square,Wells St & 19th St,2013-11-10,2
Armour Square,Wells St & 19th St,2013-11-11,1
Armour Square,Wells St & 19th St,2013-11-12,3
Armour Square,Wells St & 19th St,2013-11-13,1
Armour Square,Wells St & 19th St,2013-11-14,1
Armour Square,Wells St & 19th St,2013-11-17,1
Armour Square,Wells St & 19th St,2013-11-19,1
Armour Square,Wells St & 19th St,2013-11-21,2
Armour Square,Wells St & 19th St,2013-12-02,3
Armour Square,Wells St & 19th St,2013-12-03,2
Armour Square,Wells St & 19th St,2013-12-04,1
Armour Square,Wells St & 19th St,2013-12-05,1
Armour Square,Wells St & 19th St,2013-12-09,1
Armour Square,Wells St & 19th St,2013-12-10,1
Armour Square,Wells St & 19th St,2013-12-18,1
Armour Square,Wentworth Ave & 24th St,2013-09-06,2
Armour Square,Wentworth Ave & 24th St,2013-09-07,1
Armour Square,Wentworth Ave & 24th St,2013-09-08,7
Armour Square,Wentworth Ave & 24th St,2013-09-09,4
Armour Square,Wentworth Ave & 24th St,2013-09-10,1
Armour Square,Wentworth Ave & 24th St,2013-09-11,6
Armour Square,Wentworth Ave & 24th St,2013-09-12,1
Armour Square,Wentworth Ave & 24th St,2013-09-13,3
Armour Square,Wentworth Ave & 24th St,2013-09-14,14
Armour Square,Wentworth Ave & 24th St,2013-09-15,1
Armour Square,Wentworth Ave & 24th St,2013-09-17,4
Armour Square,Wentworth Ave & 24th St,2013-09-19,1
Armour Square,Wentworth Ave & 24th St,2013-09-20,4
Armour Square,Wentworth Ave & 24th St,2013-09-21,1
Armour Square,Wentworth Ave & 24th St,2013-09-22,4
Armour Square,Wentworth Ave & 24th St,2013-09-24,1
Armour Square,Wentworth Ave & 24th St,2013-09-25,2
Armour Square,Wentworth Ave & 24th St,2013-09-26,1
Armour Square,Wentworth Ave & 24th St,2013-09-27,1
Armour Square,Wentworth Ave & 24th St,2013-09-29,2
Armour Square,Wentworth Ave & 24th St,2013-10-01,2
Armour Square,Wentworth Ave & 24th St,2013-10-02,3
Armour Square,Wentworth Ave & 24th St,2013-10-03,2
Armour Square,Wentworth Ave & 24th St,2013-10-04,1
Armour Square,Wentworth Ave & 24th St,2013-10-05,6
Armour Square,Wentworth Ave & 24th St,2013-10-06,1
Armour Square,Wentworth Ave & 24th St,2013-10-07,1
Armour Square,Wentworth Ave & 24th St,2013-10-08,2
Armour Square,Wentworth Ave & 24th St,2013-10-09,4
Armour Square,Wentworth Ave & 24th St,2013-10-10,2
Armour Square,Wentworth Ave & 24th St,2013-10-11,6
Armour Square,Wentworth Ave & 24th St,2013-10-12,12
Armour Square,Wentworth Ave & 24th St,2013-10-13,17
Armour Square,Wentworth Ave & 24th St,2013-10-14,6
Armour Square,Wentworth Ave & 24th St,2013-10-15,1
Armour Square,Wentworth Ave & 24th St,2013-10-16,1
Armour Square,Wentworth Ave & 24th St,2013-10-17,1
Armour Square,Wentworth Ave & 24th St,2013-10-18,1
Armour Square,Wentworth Ave & 24th St,2013-10-19,1
Armour Square,Wentworth Ave & 24th St,2013-10-20,1
Armour Square,Wentworth Ave & 24th St,2013-10-21,1
Armour Square,Wentworth Ave & 24th St,2013-10-24,4
Armour Square,Wentworth Ave & 24th St,2013-10-25,3
Armour Square,Wentworth Ave & 24th St,2013-10-26,4
Armour Square,Wentworth Ave & 24th St,2013-10-27,3
Armour Square,Wentworth Ave & 24th St,2013-11-22,2
Armour Square,Wentworth Ave & 24th St,2013-11-23,1
Armour Square,Wentworth Ave & 24th St,2013-11-25,1
Armour Square,Wentworth Ave & 24th St,2013-11-29,1
Armour Square,Wentworth Ave & 24th St,2013-11-30,1
Armour Square,Wentworth Ave & 24th St,2013-12-02,1
Armour Square,Wentworth Ave & 24th St,2013-12-14,1
Armour Square,Wentworth Ave & 24th St,2013-12-18,1
Armour Square,Wentworth Ave & 24th St,2013-12-22,1
Armour Square,Wentworth Ave & Archer Ave,2013-08-06,7
Armour Square,Wentworth Ave & Archer Ave,2013-08-07,5
Armour Square,Wentworth Ave & Archer Ave,2013-08-08,10
Armour Square,Wentworth Ave & Archer Ave,2013-08-09,12
Armour Square,Wentworth Ave & Archer Ave,2013-08-10,11
Armour Square,Wentworth Ave & Archer Ave,2013-08-11,21
Armour Square,Wentworth Ave & Archer Ave,2013-08-12,17
Armour Square,Wentworth Ave & Archer Ave,2013-08-13,14
Armour Square,Wentworth Ave & Archer Ave,2013-08-14,23
Armour Square,Wentworth Ave & Archer Ave,2013-08-15,9
Armour Square,Wentworth Ave & Archer Ave,2013-08-16,14
Armour Square,Wentworth Ave & Archer Ave,2013-08-17,21
Armour Square,Wentworth Ave & Archer Ave,2013-08-18,3
Armour Square,Wentworth Ave & Archer Ave,2013-08-19,1
Armour Square,Wentworth Ave & Archer Ave,2013-08-20,4
Armour Square,Wentworth Ave & Archer Ave,2013-08-21,6
Armour Square,Wentworth Ave & Archer Ave,2013-08-22,1
Armour Square,Wentworth Ave & Archer Ave,2013-08-23,2
Armour Square,Wentworth Ave & Archer Ave,2013-08-24,9
Armour Square,Wentworth Ave & Archer Ave,2013-08-25,24
Armour Square,Wentworth Ave & Archer Ave,2013-08-26,7
Armour Square,Wentworth Ave & Archer Ave,2013-08-27,15
Armour Square,Wentworth Ave & Archer Ave,2013-08-28,9
Armour Square,Wentworth Ave & Archer Ave,2013-08-29,11
Armour Square,Wentworth Ave & Archer Ave,2013-08-30,13
Armour Square,Wentworth Ave & Archer Ave,2013-08-31,8
Armour Square,Wentworth Ave & Archer Ave,2013-09-01,35
Armour Square,Wentworth Ave & Archer Ave,2013-09-02,32
Armour Square,Wentworth Ave & Archer Ave,2013-09-03,16
Armour Square,Wentworth Ave & Archer Ave,2013-09-04,12
Armour Square,Wentworth Ave & Archer Ave,2013-09-05,14
Armour Square,Wentworth Ave & Archer Ave,2013-09-06,21
Armour Square,Wentworth Ave & Archer Ave,2013-09-07,23
Armour Square,Wentworth Ave & Archer Ave,2013-09-08,18
Armour Square,Wentworth Ave & Archer Ave,2013-09-09,10
Armour Square,Wentworth Ave & Archer Ave,2013-09-10,15
Armour Square,Wentworth Ave & Archer Ave,2013-09-11,8
Armour Square,Wentworth Ave & Archer Ave,2013-09-12,9
Armour Square,Wentworth Ave & Archer Ave,2013-09-13,15
Armour Square,Wentworth Ave & Archer Ave,2013-09-14,21
Armour Square,Wentworth Ave & Archer Ave,2013-09-15,1
Armour Square,Wentworth Ave & Archer Ave,2013-09-16,10
Armour Square,Wentworth Ave & Archer Ave,2013-09-17,21
Armour Square,Wentworth Ave & Archer Ave,2013-09-18,1
Armour Square,Wentworth Ave & Archer Ave,2013-09-19,7
Armour Square,Wentworth Ave & Archer Ave,2013-09-20,10
Armour Square,Wentworth Ave & Archer Ave,2013-09-21,32
Armour Square,Wentworth Ave & Archer Ave,2013-09-22,20
Armour Square,Wentworth Ave & Archer Ave,2013-09-23,18
Armour Square,Wentworth Ave & Archer Ave,2013-09-24,8
Armour Square,Wentworth Ave & Archer Ave,2013-09-25,14
Armour Square,Wentworth Ave & Archer Ave,2013-09-26,10
Armour Square,Wentworth Ave & Archer Ave,2013-09-27,11
Armour Square,Wentworth Ave & Archer Ave,2013-09-28,31
Armour Square,Wentworth Ave & Archer Ave,2013-09-29,22
Armour Square,Wentworth Ave & Archer Ave,2013-09-30,19
Armour Square,Wentworth Ave & Archer Ave,2013-10-01,4
Armour Square,Wentworth Ave & Archer Ave,2013-10-02,10
Armour Square,Wentworth Ave & Archer Ave,2013-10-03,4
Armour Square,Wentworth Ave & Archer Ave,2013-10-04,26
Armour Square,Wentworth Ave & Archer Ave,2013-10-05,16
Armour Square,Wentworth Ave & Archer Ave,2013-10-06,16
Armour Square,Wentworth Ave & Archer Ave,2013-10-07,8
Armour Square,Wentworth Ave & Archer Ave,2013-10-08,5
Armour Square,Wentworth Ave & Archer Ave,2013-10-09,10
Armour Square,Wentworth Ave & Archer Ave,2013-10-10,17
Armour Square,Wentworth Ave & Archer Ave,2013-10-11,19
Armour Square,Wentworth Ave & Archer Ave,2013-10-12,33
Armour Square,Wentworth Ave & Archer Ave,2013-10-13,71
Armour Square,Wentworth Ave & Archer Ave,2013-10-14,12
Armour Square,Wentworth Ave & Archer Ave,2013-10-15,12
Armour Square,Wentworth Ave & Archer Ave,2013-10-16,8
Armour Square,Wentworth Ave & Archer Ave,2013-10-17,5
Armour Square,Wentworth Ave & Archer Ave,2013-10-18,3
Armour Square,Wentworth Ave & Archer Ave,2013-10-19,11
Armour Square,Wentworth Ave & Archer Ave,2013-10-20,15
Armour Square,Wentworth Ave & Archer Ave,2013-10-21,8
Armour Square,Wentworth Ave & Archer Ave,2013-10-22,2
Armour Square,Wentworth Ave & Archer Ave,2013-10-23,3
Armour Square,Wentworth Ave & Archer Ave,2013-10-24,4
Armour Square,Wentworth Ave & Archer Ave,2013-10-25,7
Armour Square,Wentworth Ave & Archer Ave,2013-10-26,10
Armour Square,Wentworth Ave & Archer Ave,2013-10-27,12
Armour Square,Wentworth Ave & Archer Ave,2013-10-28,5
Armour Square,Wentworth Ave & Archer Ave,2013-10-29,7
Armour Square,Wentworth Ave & Archer Ave,2013-10-30,3
Armour Square,Wentworth Ave & Archer Ave,2013-10-31,3
Armour Square,Wentworth Ave & Archer Ave,2013-11-01,15
Armour Square,Wentworth Ave & Archer Ave,2013-11-02,5
Armour Square,Wentworth Ave & Archer Ave,2013-11-03,8
Armour Square,Wentworth Ave & Archer Ave,2013-11-04,6
Armour Square,Wentworth Ave & Archer Ave,2013-11-05,9
Armour Square,Wentworth Ave & Archer Ave,2013-11-06,5
Armour Square,Wentworth Ave & Archer Ave,2013-11-07,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-08,8
Armour Square,Wentworth Ave & Archer Ave,2013-11-09,13
Armour Square,Wentworth Ave & Archer Ave,2013-11-10,8
Armour Square,Wentworth Ave & Archer Ave,2013-11-11,3
Armour Square,Wentworth Ave & Archer Ave,2013-11-12,5
Armour Square,Wentworth Ave & Archer Ave,2013-11-13,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-14,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-15,7
Armour Square,Wentworth Ave & Archer Ave,2013-11-16,3
Armour Square,Wentworth Ave & Archer Ave,2013-11-17,1
Armour Square,Wentworth Ave & Archer Ave,2013-11-18,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-19,5
Armour Square,Wentworth Ave & Archer Ave,2013-11-20,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-21,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-22,4
Armour Square,Wentworth Ave & Archer Ave,2013-11-23,1
Armour Square,Wentworth Ave & Archer Ave,2013-11-25,1
Armour Square,Wentworth Ave & Archer Ave,2013-11-26,3
Armour Square,Wentworth Ave & Archer Ave,2013-11-27,2
Armour Square,Wentworth Ave & Archer Ave,2013-11-28,1
Armour Square,Wentworth Ave & Archer Ave,2013-11-30,3
Armour Square,Wentworth Ave & Archer Ave,2013-12-01,2
Armour Square,Wentworth Ave & Archer Ave,2013-12-02,5
Armour Square,Wentworth Ave & Archer Ave,2013-12-03,3
Armour Square,Wentworth Ave & Archer Ave,2013-12-04,4
Armour Square,Wentworth Ave & Archer Ave,2013-12-05,3
Armour Square,Wentworth Ave & Archer Ave,2013-12-06,4
Armour Square,Wentworth Ave & Archer Ave,2013-12-07,2
Armour Square,Wentworth Ave & Archer Ave,2013-12-09,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-13,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-16,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-18,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-19,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-20,3
Armour Square,Wentworth Ave & Archer Ave,2013-12-22,3
Armour Square,Wentworth Ave & Archer Ave,2013-12-23,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-24,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-26,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-28,4
Armour Square,Wentworth Ave & Archer Ave,2013-12-29,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-30,1
Armour Square,Wentworth Ave & Archer Ave,2013-12-31,1
Bridgeport,Emerald Ave & 28th St,2013-08-15,1
Bridgeport,Emerald Ave & 28th St,2013-08-16,14
Bridgeport,Emerald Ave & 28th St,2013-08-17,5
Bridgeport,Emerald Ave & 28th St,2013-08-18,5
Bridgeport,Emerald Ave & 28th St,2013-08-19,5
Bridgeport,Emerald Ave & 28th St,2013-08-20,7
Bridgeport,Emerald Ave & 28th St,2013-08-22,5
Bridgeport,Emerald Ave & 28th St,2013-08-23,5
Bridgeport,Emerald Ave & 28th St,2013-08-24,5
Bridgeport,Emerald Ave & 28th St,2013-08-25,9
Bridgeport,Emerald Ave & 28th St,2013-08-26,5
Bridgeport,Emerald Ave & 28th St,2013-08-27,8
Bridgeport,Emerald Ave & 28th St,2013-08-28,6
Bridgeport,Emerald Ave & 28th St,2013-08-29,4
Bridgeport,Emerald Ave & 28th St,2013-08-30,3
Bridgeport,Emerald Ave & 28th St,2013-08-31,4
Bridgeport,Emerald Ave & 28th St,2013-09-01,8
Bridgeport,Emerald Ave & 28th St,2013-09-02,9
Bridgeport,Emerald Ave & 28th St,2013-09-03,7
Bridgeport,Emerald Ave & 28th St,2013-09-04,6
Bridgeport,Emerald Ave & 28th St,2013-09-05,10
Bridgeport,Emerald Ave & 28th St,2013-09-06,5
Bridgeport,Emerald Ave & 28th St,2013-09-07,6
Bridgeport,Emerald Ave & 28th St,2013-09-08,11
Bridgeport,Emerald Ave & 28th St,2013-09-09,6
Bridgeport,Emerald Ave & 28th St,2013-09-10,9
Bridgeport,Emerald Ave & 28th St,2013-09-11,6
Bridgeport,Emerald Ave & 28th St,2013-09-12,6
Bridgeport,Emerald Ave & 28th St,2013-09-13,3
Bridgeport,Emerald Ave & 28th St,2013-09-14,1
Bridgeport,Emerald Ave & 28th St,2013-09-15,1
Bridgeport,Emerald Ave & 28th St,2013-09-16,4
Bridgeport,Emerald Ave & 28th St,2013-09-17,3
Bridgeport,Emerald Ave & 28th St,2013-09-18,3
Bridgeport,Emerald Ave & 28th St,2013-09-19,4
Bridgeport,Emerald Ave & 28th St,2013-09-20,6
Bridgeport,Emerald Ave & 28th St,2013-09-21,8
Bridgeport,Emerald Ave & 28th St,2013-09-22,3
Bridgeport,Emerald Ave & 28th St,2013-09-23,2
Bridgeport,Emerald Ave & 28th St,2013-09-24,4
Bridgeport,Emerald Ave & 28th St,2013-09-25,4
Bridgeport,Emerald Ave & 28th St,2013-09-26,2
Bridgeport,Emerald Ave & 28th St,2013-09-27,5
Bridgeport,Emerald Ave & 28th St,2013-09-28,7
Bridgeport,Emerald Ave & 28th St,2013-09-29,2
Bridgeport,Emerald Ave & 28th St,2013-09-30,3
Bridgeport,Emerald Ave & 28th St,2013-10-01,6
Bridgeport,Emerald Ave & 28th St,2013-10-02,6
Bridgeport,Emerald Ave & 28th St,2013-10-03,3
Bridgeport,Emerald Ave & 28th St,2013-10-04,2
Bridgeport,Emerald Ave & 28th St,2013-10-07,2
Bridgeport,Emerald Ave & 28th St,2013-10-08,4
Bridgeport,Emerald Ave & 28th St,2013-10-09,2
Bridgeport,Emerald Ave & 28th St,2013-10-10,4
Bridgeport,Emerald Ave & 28th St,2013-10-11,7
Bridgeport,Emerald Ave & 28th St,2013-10-12,3
Bridgeport,Emerald Ave & 28th St,2013-10-13,9
Bridgeport,Emerald Ave & 28th St,2013-10-14,5
Bridgeport,Emerald Ave & 28th St,2013-10-15,4
Bridgeport,Emerald Ave & 28th St,2013-10-16,3
Bridgeport,Emerald Ave & 28th St,2013-10-17,1
Bridgeport,Emerald Ave & 28th St,2013-10-18,1
Bridgeport,Emerald Ave & 28th St,2013-10-19,2
Bridgeport,Emerald Ave & 28th St,2013-10-20,1
Bridgeport,Emerald Ave & 28th St,2013-10-21,3
Bridgeport,Emerald Ave & 28th St,2013-10-22,4
Bridgeport,Emerald Ave & 28th St,2013-10-23,2
Bridgeport,Emerald Ave & 28th St,2013-10-24,4
Bridgeport,Emerald Ave & 28th St,2013-10-25,3
Bridgeport,Emerald Ave & 28th St,2013-10-26,1
Bridgeport,Emerald Ave & 28th St,2013-10-27,1
Bridgeport,Emerald Ave & 28th St,2013-10-28,5
Bridgeport,Emerald Ave & 28th St,2013-10-29,3
Bridgeport,Emerald Ave & 28th St,2013-10-30,1
Bridgeport,Emerald Ave & 28th St,2013-11-01,5
Bridgeport,Emerald Ave & 28th St,2013-11-02,3
Bridgeport,Emerald Ave & 28th St,2013-11-03,5
Bridgeport,Emerald Ave & 28th St,2013-11-04,3
Bridgeport,Emerald Ave & 28th St,2013-11-05,4
Bridgeport,Emerald Ave & 28th St,2013-11-06,1
Bridgeport,Emerald Ave & 28th St,2013-11-07,6
Bridgeport,Emerald Ave & 28th St,2013-11-08,2
Bridgeport,Emerald Ave & 28th St,2013-11-09,1
Bridgeport,Emerald Ave & 28th St,2013-11-11,1
Bridgeport,Emerald Ave & 28th St,2013-11-12,1
Bridgeport,Emerald Ave & 28th St,2013-11-13,3
Bridgeport,Emerald Ave & 28th St,2013-11-14,3
Bridgeport,Emerald Ave & 28th St,2013-11-15,2
Bridgeport,Emerald Ave & 28th St,2013-11-16,2
Bridgeport,Emerald Ave & 28th St,2013-11-17,1
Bridgeport,Emerald Ave & 28th St,2013-11-18,2
Bridgeport,Emerald Ave & 28th St,2013-11-19,1
Bridgeport,Emerald Ave & 28th St,2013-11-20,2
Bridgeport,Emerald Ave & 28th St,2013-11-21,4
